sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
BA,2,4,1,1,7,4,3,1,1,1,1,1,2,2,2,2,2,0,1,0,7,3,271
AL,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,570
SP,1,7,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,4,1,3006
MG,2,9,4,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,3,3,750
MG,1,7,5,1,3,1,2,1,1,1,1,1,2,2,2,2,2,0,0,0,3,1,120
PR,2,3,5,0,3,2,1,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,381
MG,1,7,1,1,5,3,2,1,1,1,1,1,1,2,2,2,2,3,0,0,5,3,490
SP,1,4,1,1,6,3,3,1,1,1,1,1,1,2,2,1,2,2,0,0,6,1,980
PA,1,5,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,151
PR,2,6,1,1,2,1,1,2,3,1,1,1,1,1,2,2,2,3,2,0,2,3,1020
MG,1,12,1,3,4,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,4,3,8967
RJ,1,5,1,1,1,0,1,1,2,1,1,1,2,2,2,2,2,0,1,0,1,1,451
MA,1,6,1,0,3,1,2,1,3,1,2,2,2,2,2,2,2,1,0,0,3,3,662
RO,1,11,2,3,3,1,2,1,1,1,1,1,1,2,1,1,2,4,1,2,3,1,6980
RJ,1,5,5,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,0,0,3,3,601
ES,1,6,1,1,3,2,1,1,6,1,1,1,1,2,2,1,1,2,0,0,3,1,410
AM,1,4,3,1,1,0,1,1,1,1,2,1,2,2,2,1,2,2,0,0,1,1,351
SP,1,2,5,0,2,2,0,3,1,2,2,2,2,2,2,2,2,0,0,0,2,1,171
PI,1,10,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,1,1085
SP,1,7,1,3,4,2,2,1,1,1,1,1,2,2,2,1,2,2,2,0,4,1,1602
RS,2,7,1,1,2,1,1,2,3,1,1,1,2,2,2,1,2,1,1,0,2,3,630
AM,1,5,1,0,6,4,2,2,3,1,2,1,2,2,2,2,2,0,0,0,6,1,378
RN,2,7,4,0,3,2,1,3,3,2,1,1,2,2,2,2,2,1,0,0,3,3,150
SP,1,7,1,2,7,3,4,1,1,1,1,1,2,2,2,1,2,2,0,1,7,1,721
RJ,1,8,1,2,7,5,2,1,1,1,1,1,1,1,2,2,2,3,0,0,7,3,463
PR,1,5,2,1,4,2,2,1,1,1,1,1,2,2,2,2,2,2,1,0,4,3,500
AP,1,4,1,1,12,8,4,1,3,1,1,1,1,2,2,1,2,1,0,0,12,2,850
PE,1,12,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,,1565
SP,1,4,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,1101
PA,2,2,1,0,3,1,2,3,3,2,2,2,2,2,2,2,2,0,0,0,3,3,136
RS,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,302
PA,1,12,1,6,4,3,1,2,1,1,1,1,1,1,1,1,1,7,2,4,4,1,5600
RS,1,4,2,1,5,2,3,1,1,1,1,1,1,1,2,1,2,3,0,0,5,1,651
RJ,1,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,1000
MS,1,4,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,0,0,0,3,3,302
MG,1,6,3,1,1,0,1,1,1,1,1,1,1,2,2,1,2,1,0,0,1,1,700
SP,1,3,3,0,6,5,1,1,1,1,1,2,2,2,2,2,2,1,0,0,6,1,220
SP,1,3,1,1,1,1,0,1,1,1,1,1,2,1,2,2,2,1,0,0,1,1,800
MG,2,6,1,0,6,4,2,3,3,1,2,2,2,2,2,2,2,0,0,0,6,3,210
MG,1,8,1,1,7,4,3,1,1,1,1,1,1,2,2,2,2,1,0,0,7,1,904
GO,1,7,1,0,2,0,2,1,1,1,2,2,2,2,2,2,2,0,0,0,2,1,151
MG,1,6,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,741
RN,1,6,1,1,7,4,3,1,1,1,1,1,2,2,2,2,2,2,1,0,7,1,891
SE,2,5,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,2,1,280
PR,1,5,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,350
SP,1,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,2240
SP,1,5,3,1,4,2,2,1,1,1,1,1,1,1,2,1,2,2,1,0,4,1,800
MG,1,6,1,1,4,3,1,1,1,1,1,1,1,1,2,1,2,1,0,0,4,2,550
BA,2,5,1,1,4,2,2,1,5,1,1,2,2,2,2,2,2,1,0,0,4,3,901
BA,1,5,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,528
GO,1,5,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,2,0,0,4,1,302
AM,1,5,5,0,5,3,2,1,1,1,1,1,2,2,2,1,2,1,0,0,5,3,251
PR,1,5,1,1,1,0,1,2,3,1,1,1,2,2,2,2,2,1,0,0,1,3,151
RS,1,7,1,1,4,2,2,2,1,1,1,1,1,1,2,1,2,2,1,0,4,3,1200
SP,1,3,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,1,0,0,3,3,601
GO,1,5,3,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,1,530
PA,1,7,1,1,5,2,3,2,1,1,1,1,1,1,2,2,2,2,1,0,5,1,500
AL,1,7,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,200
RJ,1,6,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,2,1,0,5,1,1651
CE,2,5,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,1,0,0,2,3,291
BA,1,4,1,0,6,2,4,1,1,1,2,2,2,2,2,2,2,0,0,0,6,1,402
GO,1,4,3,1,4,3,1,2,1,1,1,1,1,1,2,2,2,1,1,0,4,1,400
MA,1,6,2,2,5,2,3,1,1,1,1,1,1,1,1,1,1,2,1,0,5,1,1416
SP,1,5,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,2,1,930
MG,1,,,,4,1,3,,,,,,,,,,,,,,4,3,626
GO,1,7,1,1,5,4,1,1,1,1,1,1,1,1,1,1,2,2,1,0,5,3,5580
ES,2,6,4,1,5,4,1,2,5,1,1,2,2,2,2,2,2,1,0,0,5,9,250
BA,1,3,1,0,9,6,3,1,1,1,1,2,2,2,2,2,2,1,0,0,9,3,273
SP,1,3,5,1,3,2,1,1,1,1,1,1,1,2,1,2,2,1,0,0,3,1,311
PR,2,6,1,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,0,0,3,3,215
SP,1,5,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,0,1,0,2,1,1150
BA,1,8,1,1,6,3,3,1,1,1,1,1,2,2,2,1,2,2,0,0,6,3,282
BA,1,5,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,4,1,151
MG,1,6,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,0,3,1,2500
CE,1,4,1,1,3,2,1,1,1,1,1,2,2,2,2,2,2,1,0,0,3,2,100
SP,2,5,1,1,8,5,3,2,3,2,1,2,2,2,2,2,2,0,0,0,8,3,1327
SP,1,9,1,2,6,3,3,2,1,1,1,1,1,1,1,1,1,3,2,0,6,2,2389
SP,1,5,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,958
SE,2,6,1,1,11,8,3,3,3,2,2,2,2,2,2,2,2,1,0,0,11,3,280
RS,1,8,3,2,4,3,1,1,1,1,1,1,1,1,2,1,1,4,2,0,4,1,2967
SP,1,13,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,3,4,0,4,1,22200
MS,1,8,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,3,730
RS,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,1450
RN,1,7,1,1,3,0,3,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,590
CE,1,3,1,1,9,5,4,1,2,1,1,1,2,2,2,2,2,1,0,0,9,1,551
AL,2,3,1,0,4,2,2,3,5,1,2,2,2,2,2,2,2,1,0,0,4,3,70
AM,1,1,5,0,5,2,3,2,1,1,1,2,2,2,2,2,2,0,0,0,5,2,463
GO,1,4,5,0,3,2,1,2,1,1,1,2,2,2,2,2,2,1,0,0,3,1,288
CE,1,5,5,1,9,7,2,1,1,1,1,2,2,2,2,2,2,1,0,0,9,1,920
MG,1,7,3,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,909
MG,1,8,1,2,2,0,2,1,3,1,1,1,2,2,2,2,2,1,0,0,2,2,302
RS,1,2,1,1,4,3,1,2,1,1,1,1,2,2,2,2,2,1,0,0,4,1,480
MG,1,5,5,1,3,1,2,1,1,1,1,1,2,2,2,1,2,2,0,0,3,1,482
BA,1,9,3,3,4,2,2,1,1,1,1,1,1,1,2,1,1,3,2,0,4,1,4300
RJ,1,8,1,3,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,0,2,2,750
GO,1,10,1,3,6,2,4,1,1,1,1,1,2,2,2,1,2,2,1,0,6,1,389
SP,1,10,1,3,8,6,2,1,1,1,1,1,1,1,1,1,2,2,2,0,8,1,3000
PB,1,9,1,1,4,3,1,1,1,1,1,1,2,2,2,1,2,1,0,0,4,3,548
SP,1,3,3,1,5,4,1,1,1,1,2,2,2,2,2,2,2,1,0,0,5,1,612
RS,1,6,1,1,2,0,2,1,1,1,1,1,1,2,2,2,2,2,0,0,2,3,362
PR,1,6,3,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,0,2,1,1200
BA,1,6,1,2,5,4,1,1,1,1,1,1,1,2,1,2,2,1,1,0,5,1,600
SP,1,12,1,2,8,2,6,1,1,1,1,1,1,1,1,1,1,6,2,0,8,1,1470
MG,1,9,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,0,2,1,1840
AM,2,3,1,0,12,4,8,3,3,2,2,2,2,2,2,2,2,0,0,0,12,3,200
RJ,1,9,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,2900
SP,2,5,4,1,5,3,2,2,4,1,2,1,2,2,2,2,2,1,1,0,5,3,682
MG,1,7,1,1,6,2,4,1,1,1,1,1,2,1,1,1,2,4,1,0,6,1,1177
SP,1,5,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,0,0,3,1,1480
BA,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,260
SP,1,7,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,0,2,1,1000
RJ,1,2,5,0,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,200
BA,1,5,3,1,3,2,1,2,1,1,1,2,2,2,2,2,2,1,0,0,3,1,200
PA,2,4,1,0,6,5,1,2,3,2,2,2,2,2,2,2,2,0,0,0,6,3,7700
RS,2,6,1,1,2,1,1,1,4,1,1,1,2,2,2,2,2,0,0,0,2,3,151
BA,2,6,1,0,7,3,4,2,3,2,2,2,2,2,2,2,2,0,0,0,7,3,150
RS,1,6,2,1,6,4,2,1,1,1,1,1,1,2,2,2,2,1,1,0,6,1,330
PR,1,3,3,0,2,1,1,1,3,1,1,2,2,2,2,2,2,0,0,0,2,3,150
SP,1,7,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,3,0,0,2,1,3400
SP,1,8,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,4,2,0,3,1,1100
SP,1,6,2,1,3,2,1,1,1,1,1,2,2,2,2,1,2,1,0,0,3,1,695
RO,1,4,1,1,4,3,1,2,3,1,1,1,2,2,1,1,2,2,0,0,4,3,3001
MG,1,7,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,2,0,0,4,1,488
CE,2,3,1,0,1,0,1,2,5,1,1,2,2,2,2,2,2,0,0,0,1,3,151
BA,2,4,1,0,5,3,2,2,4,2,1,2,2,2,2,2,2,1,0,0,5,3,104
SP,1,4,1,1,6,4,2,1,1,1,1,1,2,2,1,1,2,2,2,0,6,3,400
SP,1,3,5,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,1,0,3,1,500
SP,1,5,5,1,5,2,3,1,1,1,1,1,1,1,2,1,2,1,0,0,5,1,200
GO,1,7,1,1,4,1,3,1,1,1,1,1,2,2,2,1,2,1,0,0,4,1,520
GO,1,4,1,1,2,2,0,1,3,1,2,2,2,2,2,2,2,0,0,0,2,1,151
RJ,2,6,5,1,5,4,1,2,3,1,1,1,2,1,2,2,2,1,1,0,5,3,620
CE,1,3,3,0,3,3,0,3,5,1,1,2,2,2,2,2,2,1,0,0,3,3,291
MG,1,5,1,1,5,3,2,1,3,1,1,1,2,1,2,2,2,1,0,0,5,3,200
ES,1,6,1,1,4,1,3,1,1,1,1,1,1,2,2,2,2,2,0,0,4,3,185
PR,1,7,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,4,0,0,3,3,548
AL,1,6,1,1,3,2,1,3,5,1,1,1,2,2,2,2,2,1,0,0,3,3,296
MA,1,7,1,0,3,2,1,1,3,1,1,2,2,2,2,1,2,1,0,0,3,3,225
MA,1,13,1,4,5,2,3,1,1,1,2,1,2,1,1,1,2,2,2,0,5,1,4750
DF,1,3,2,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1,1500
SP,2,3,5,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,2,3,300
TO,2,3,1,0,4,1,3,2,5,2,2,2,2,2,2,2,2,0,0,0,4,3,661
SC,1,3,1,0,4,2,2,1,1,1,1,1,1,2,1,1,2,1,0,0,4,,380
SE,1,5,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,151
GO,1,2,3,0,5,4,1,2,1,1,1,2,2,2,2,2,2,1,0,0,5,3,150
PR,2,2,2,0,7,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,7,3,170
SP,1,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,2,1,3000
SC,1,13,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,4,,20000
SP,2,6,1,2,3,2,1,1,1,1,1,1,2,2,2,1,2,2,2,0,3,2,1580
SP,1,3,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,0,0,3,1,351
SC,1,6,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,,450
SC,2,5,4,1,4,2,2,2,7,1,1,1,2,2,2,2,2,1,1,0,4,,512
MG,1,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,2,1,3800
MS,1,4,3,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,3,151
SP,1,5,1,1,2,0,2,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,150
BA,1,3,1,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,4,3,250
MG,1,5,3,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,500
PB,2,8,1,0,6,2,4,3,5,1,2,1,2,2,2,2,2,1,0,0,6,3,541
MG,1,12,2,4,4,2,2,1,1,1,1,1,1,1,1,1,2,4,2,0,4,1,2300
PR,2,9,1,1,5,3,2,2,3,1,1,1,2,1,2,2,2,1,0,0,5,2,904
SP,2,5,2,1,3,1,2,1,1,1,2,1,2,2,2,2,2,1,1,0,3,1,1100
SP,1,4,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,0,0,3,1,2500
SP,1,11,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,600
MG,1,10,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,1,3800
BA,1,2,3,0,5,3,2,3,5,2,2,2,2,2,2,2,2,1,0,0,5,3,166
SC,2,7,1,1,4,3,1,2,4,1,1,1,2,2,2,2,2,1,1,0,4,,5260
RS,2,9,1,1,6,2,4,2,2,1,1,1,2,1,1,1,1,1,1,0,6,1,1500
SC,1,5,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,0,0,0,3,,500
CE,1,4,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,500
SP,2,4,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,0,0,2,3,600
SP,1,8,3,2,3,0,3,1,1,1,1,1,1,2,1,1,2,2,1,0,3,1,1600
MG,1,5,1,1,2,0,2,1,1,1,2,1,2,2,2,2,2,1,0,0,2,3,151
RJ,1,5,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,880
MA,1,5,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,0,0,2,9,604
PR,1,9,3,2,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,0,4,1,2300
SP,1,5,1,1,4,2,2,1,2,1,1,1,1,1,2,1,2,2,1,0,4,1,400
SP,1,10,1,0,6,4,2,1,1,1,1,1,1,1,1,1,1,2,2,0,6,1,4523
RJ,1,9,5,1,9,4,5,3,3,1,1,1,2,2,2,2,2,1,0,0,9,3,543
SP,1,5,1,1,1,0,1,1,1,1,1,1,2,2,2,1,2,1,0,0,1,1,680
PR,1,4,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,0,0,0,3,1,338
PR,2,7,1,1,5,2,3,1,1,1,1,1,1,2,1,2,2,2,1,0,5,3,435
BA,1,5,1,1,5,1,4,1,3,1,1,1,2,2,2,2,2,1,1,0,5,2,150
SC,1,6,3,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,0,0,6,,600
BA,2,2,1,0,3,2,1,1,5,1,1,2,2,2,2,2,2,1,0,0,3,3,391
RJ,1,5,3,1,4,2,2,1,1,1,1,1,1,1,1,2,2,1,0,0,4,3,1298
RS,2,6,1,1,4,2,2,1,3,1,1,1,2,2,2,2,2,1,0,0,4,3,407
RN,1,7,3,2,6,2,4,1,1,1,1,1,2,1,2,2,2,1,0,0,6,1,1500
SP,1,4,2,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,500
SP,1,3,5,0,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,151
MA,2,5,1,0,5,3,2,2,5,2,1,2,2,2,2,2,2,0,0,0,5,3,310
SP,1,4,2,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,4,3,280
MA,1,6,1,1,3,0,3,1,3,1,1,1,2,2,2,2,2,1,0,0,3,1,302
RJ,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,2,0,1,3,1,920
RJ,1,6,1,1,7,3,4,2,1,1,1,1,1,1,2,1,2,2,1,0,7,1,1502
RS,1,7,1,1,5,3,2,1,1,1,1,1,2,2,2,1,2,1,1,0,5,1,1700
SP,1,5,3,1,2,0,2,1,1,1,1,1,1,1,2,1,1,3,1,0,2,1,1700
SP,1,6,3,1,6,5,1,1,1,1,1,1,2,1,2,1,2,1,1,0,6,1,1060
RR,1,5,3,1,3,1,2,1,1,1,1,1,2,2,2,1,2,1,0,0,3,1,211
BA,2,5,1,0,3,3,0,3,5,1,1,2,2,2,2,2,2,0,0,0,3,3,210
RJ,1,5,3,1,4,2,2,1,2,1,1,1,1,1,2,2,2,3,0,0,4,3,1000
MG,1,7,5,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,2,2,450
TO,1,6,1,1,5,3,2,1,1,1,2,1,2,2,2,2,2,0,0,0,5,2,251
SC,2,4,2,1,5,3,2,2,2,1,2,1,2,2,2,2,2,1,0,0,5,,615
SP,2,3,4,1,6,2,4,2,3,1,2,1,2,2,2,2,2,2,0,0,6,3,400
SP,1,4,4,1,8,3,5,1,1,1,2,1,2,2,2,2,2,2,1,0,8,1,1270
RJ,1,6,1,1,5,2,3,1,3,1,1,1,1,2,2,2,2,2,1,0,5,1,1351
SP,1,5,2,1,4,3,1,1,1,1,1,1,1,2,2,1,2,1,3,0,4,1,2670
SP,1,5,1,2,4,1,3,1,1,1,1,1,1,1,1,1,2,2,2,0,4,1,3200
SC,1,6,3,1,3,1,2,1,2,1,1,1,2,2,2,1,2,1,0,0,3,,681
RS,1,2,1,1,4,3,1,1,1,1,1,1,1,1,2,1,2,1,1,0,4,1,700
RS,2,8,1,1,4,2,2,3,3,1,1,1,2,2,2,2,2,1,1,0,4,3,902
PI,1,4,2,1,5,2,3,1,1,1,1,1,2,2,2,2,2,0,0,0,5,3,120
SP,1,4,1,1,3,2,1,1,1,1,1,1,2,2,1,1,2,1,0,0,3,1,300
SP,2,5,4,1,3,1,2,2,4,1,1,1,2,2,2,2,2,1,0,0,3,3,302
BA,2,6,1,0,3,1,2,3,3,2,1,2,2,2,2,2,2,0,0,0,3,3,302
MS,1,5,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1,0,0,1,3,201
RN,1,10,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,151
BA,1,6,1,1,2,0,2,1,2,1,1,1,2,2,2,2,2,1,0,0,2,1,356
MA,1,3,5,0,3,1,2,1,1,1,2,1,2,2,2,2,2,0,0,0,3,3,151
BA,1,7,1,1,4,2,2,1,2,1,1,1,2,2,2,2,2,2,0,0,4,1,784
RJ,1,6,6,1,7,4,3,1,1,1,1,1,2,2,2,2,2,1,0,0,7,1,370
PA,1,3,1,0,2,1,1,2,1,1,1,1,2,2,2,1,2,1,0,0,2,3,151
MG,1,6,1,1,6,4,2,1,1,1,1,1,2,2,2,2,2,1,0,0,6,1,633
MG,1,5,3,1,4,1,3,1,1,1,2,1,1,2,2,1,2,2,0,0,4,1,610
AL,2,4,3,0,4,2,2,1,6,1,2,2,2,2,2,2,2,0,0,0,4,2,200
SP,1,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,2,151
PA,2,3,1,0,6,1,5,2,3,1,2,2,2,2,2,2,2,0,0,0,6,3,90
RO,1,2,3,0,3,2,1,2,3,1,2,2,2,2,2,2,2,0,0,0,3,3,432
BA,1,4,3,1,3,0,3,1,2,1,1,2,2,2,2,2,2,1,0,0,3,1,151
SC,1,6,1,1,17,10,7,1,1,1,1,1,2,2,2,2,2,4,1,0,17,,3710
CE,1,5,1,1,6,1,5,1,1,1,1,1,2,2,2,1,2,1,0,0,6,3,450
PA,2,3,1,0,3,2,1,3,5,2,2,2,2,2,2,2,2,0,0,0,3,3,185
BA,1,8,3,1,6,4,2,1,1,1,1,1,2,2,2,1,2,1,0,0,6,1,151
RJ,1,3,1,1,4,2,2,1,3,1,1,1,2,2,2,2,2,1,0,0,4,3,780
MA,2,6,5,1,6,4,2,2,7,1,2,1,2,2,2,1,2,1,1,0,6,2,1100
SP,1,,,,4,2,2,,,,,,,,,,,,,,4,3,350
SP,1,5,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,3,1,980
PR,1,7,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,1,340
SC,2,3,1,0,7,2,5,2,3,1,2,2,2,2,2,2,2,0,0,0,7,,200
RJ,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,600
SP,2,4,1,1,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,3,50
RJ,1,3,1,1,2,1,1,2,5,1,1,1,2,2,2,2,2,1,0,0,2,3,290
AM,1,1,1,0,12,7,5,1,3,2,1,2,2,2,2,2,2,0,0,0,12,3,250
SP,1,13,1,5,5,1,4,1,1,1,1,1,1,1,1,1,1,4,1,0,5,1,5230
RN,2,4,1,0,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,2,302
SP,1,3,1,1,3,2,1,1,1,1,1,1,1,1,2,2,2,1,0,0,3,2,883
RJ,1,8,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,2,1,972
RJ,1,6,1,1,3,0,3,1,1,1,1,1,1,1,2,2,2,1,0,1,3,1,600
SP,1,5,2,1,8,4,4,1,1,1,1,1,2,2,2,2,2,1,0,0,8,1,450
SP,1,8,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,5,2,0,4,1,2428
SP,1,5,2,1,4,2,2,1,1,1,1,1,1,2,1,1,2,2,1,0,4,1,1402
MG,2,4,1,1,9,4,5,2,3,1,1,1,2,2,2,2,2,1,0,0,9,3,251
SP,1,4,3,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,637
SP,1,9,1,3,9,4,5,1,1,1,1,1,1,1,1,1,2,5,0,0,9,1,4852
PE,1,8,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,,500
SP,1,4,1,1,4,2,2,1,1,1,1,1,1,2,2,1,2,1,0,0,4,3,280
MG,1,5,5,1,5,2,3,1,5,1,1,2,2,2,2,2,2,1,0,0,5,3,221
SP,1,5,2,1,3,0,3,1,1,1,1,1,1,1,1,1,2,3,1,0,3,1,1600
RJ,1,11,1,3,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,0,4,1,1100
MG,2,6,1,1,5,1,4,3,3,1,1,1,2,2,2,2,2,1,0,0,5,3,151
GO,1,4,1,1,3,2,1,1,2,1,2,1,2,2,2,2,2,1,0,0,3,3,200
SP,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,9,302
RJ,1,4,1,1,3,2,1,1,2,1,1,1,1,2,2,2,2,2,0,1,3,2,200
RJ,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,1,3,1,450
SP,1,3,1,1,3,1,2,1,2,1,1,1,2,2,2,2,2,2,0,0,3,3,510
PE,1,5,3,1,3,2,1,1,2,1,1,1,1,2,2,2,2,2,0,0,3,,669
MG,1,10,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1100
SP,1,4,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,2,1,1500
ES,2,6,1,1,4,3,1,2,5,1,1,1,2,2,2,2,2,1,0,0,4,3,601
BA,2,6,1,0,5,3,2,3,5,2,1,2,2,2,2,2,2,0,0,0,5,3,810
PE,1,4,3,1,1,1,0,1,1,1,1,2,2,2,2,2,2,0,0,0,1,,882
BA,2,4,1,0,4,0,4,3,5,2,2,2,2,2,2,2,2,0,0,0,4,3,15
RS,2,5,1,0,1,0,1,2,3,1,1,1,2,2,2,2,2,1,0,0,1,3,150
MA,2,4,1,0,4,2,2,3,5,1,1,2,2,2,2,2,2,1,0,0,4,3,150
PE,1,7,1,1,4,3,1,1,1,1,1,2,2,2,2,2,2,6,0,0,4,,151
MG,1,3,5,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,376
PR,1,5,3,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,0,0,2,9,270
SC,1,5,1,1,4,1,3,1,1,1,1,1,2,2,2,1,2,1,0,0,4,,364
SP,1,5,1,2,12,6,6,1,1,1,1,1,2,1,2,2,2,2,0,0,12,1,3285
RS,1,,,,3,1,2,,,,,,,,,,,,,,3,1,550
BA,1,5,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,0,0,0,2,1,151
SP,1,8,1,2,3,1,2,1,1,1,1,1,1,2,2,1,2,2,1,0,3,1,1000
MA,2,4,1,0,3,1,2,3,5,2,2,2,2,2,2,2,2,0,0,0,3,3,148
